text,formula_phrases,bio_labels
"Ограничение ∥x∥1 ≤ t линеаризовано, когда ui ≥ r и r ∈ ∂f(x).","Ограничение ∥x∥1 ≤ t, r ∈ ∂f(x)","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O']"
"Бинарная переменная yj= 1, если склад j построен.","Бинарная переменная yj, склад j","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Форма 1 2 x T Hx строго выпукла если λi(H)> 0 и det(H) ̸= 0.,"Форма 1 2 x T Hx, собственные значения λi(H)","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Квадратичная функция 1 2 u T T u выпукла при λi(T) ≥ 0 и det(T) ̸= 0.,"Квадратичная функция 1 2 u T T u, собственные значения λi(T)","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Оптимальное решение x∗ существует и единственно, если матрица Гессе H(x) положительно определена во всех точках допустимого множества.","Оптимальное решение x∗, матрица Гессе H(x)","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Если(βm ≤ 0) в задаче максимизации(max∑βmvm), то при vm+ n уменьшается целевую функцию.","βm, целевая функция max∑βmvm","['O', 'O', 'O', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Ускоренный градиентный метод Нестерова сходится со скоростью O(1/k2) для гладких выпуклых функций.,"Ускоренный градиентный метод Нестерова, выпуклые функции","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Двойственная переменная νj равна 0, если ограничение пропускной способности ∑k fk ≤ Cj не активно в оптимальном решении.","Двойственная переменная νj, ограничение пропускной способности","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Бинарный индикатор zij принимает значение 1, если расстояние между узлом i и узлом j удовлетворяет ∥pi − pj ∥1 ≤ d, при этом дуга(i, j) существует в графе.","Бинарный индикатор zij, расстояние между узлом i и узлом j","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Функция f(x) выпукла тогда и только тогда, когда её матрица Гессе ∇2f(x) положительно полуопределена для всех x ∈ domf.","Функция f(x), матрица Гессе ∇2f(x)","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Двойственная переменная λk, соответствующая ограничению gk(x) ≤ 0 в задаче выпуклой оптимизации, принимает строго положительное значение(λk> 0) исключительно при активном ограничении gk(x)= 0.","Двойственная переменная λk, ограничение gk(x) ≤ 0, активное ограничение gk(x)= 0","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Двойственная переменная λk принимает положительное значение тогда и только тогда, когда ограничение gk(x) ≤ 0.","Двойственная переменная λk, ограничение gk(x) ≤ 0","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O']"
Регулятор ϵτ включает ∑p j=1 δjvj ≤ ρ при τ> τ1 и ∥w∥2 ≥ ι.,"Регулятор ϵτ, условие τ> τ1","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
δt активирует ограничение ∑αixi ≤ β при t> t0 и ∥v∥2 ≥ ϵ.,"δt, условие t> t0","['B-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Функция f(x) равна 1 2 x ⊤Qx+ c⊤x строго выпукла, если Q ≻ 0.","Функция f(x), матрица Q ≻ 0","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Индикатор vab принимает 1, если ∥a−b∥∞ ≤ e и связь(a, b) активна.","Индикатор vab, связь(a, b)","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Бинарная переменная rk активируется, если временной интервал t ∈[ta, tb]) и система в активном состоянии.","Бинарная переменная rk, временной интервал t ∈[ta, tb]","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Форма 1 2 v T Uv строго выпукла при λi(U)> 0 и tr(U)> 0.,"Форма 1 2 v T Uv, собственные значения λi(U)","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Двойственная переменная λk, связанная с ограничением k, и равна нулю, если это ограничение не активно.","Двойственная переменная λk, ограничение k","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Ограничение ||Ax − b||2 ≤ δ становится строгим ||Ax − b||2 ≤ δ/2), если скалярное произведение векторов p и q превышает заданный порог.","Ограничение ||Ax − b||2 ≤ δ, скалярное произведение векторов p и q","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Ограничение ⟨w, x⟩+ b ≥ 0 неактивно при µ= 0 или z внутри.","Ограничение ⟨w, x⟩+ b ≥ 0, двойственная переменная µ","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Условие ∥Ex−g∥1 ≤ h неактивно при ι= 0 или x в ядре оператора.,"Условие ∥Ex−g∥1 ≤ h, ядро оператора","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"zij= 1 при ∥pi −pj ∥2 ≤ d и существует дуги(i, j).","zij, дуги(i, j)","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'O']"
